Heat Load (W),Heat Flux (W/cmÂ²),Heat Pipe Length,Heat Pipe Diameter,Heat Pipe Width,Heat Pipe Thickness,Evaporator Length,Condenser Length,Adiabatic Length,Working Fluid,Heat Pipe Material,Wick Structure,Wick Material,Fill Ratio,Orientation,Cooling Method,Air Velocity,Ambient Temperature,Maximum Temperature,Average Temperature,Thermal Resistance,Effective Thermal Conductivity,Pressure Drop,Efficiency
126.3,27.69,115.7,6,15.7,1.8,24.2,42.1,49.4,Water,Copper,Grooved,Copper,50.8,Horizontal,Forced Convection,3.1,35.9,38.4,36.8,0.0198,300286,153006036.3,
8.7,1.1,103.6,10,,,25.1,48.8,29.7,Methanol,Aluminum,Grooved,Aluminum,50.9,Vertical (Bottom Heat),Forced Convection,3.7,39.8,39.9,39.8,0.016,105372,30217827.5,97.5
135.7,24.65,97.6,8,14.4,3.5,21.9,35,40.7,Methanol,Copper,Grooved,Copper,58,Vertical (Bottom Heat),Natural Convection,0,42.6,45.4,44.1,0.0204,190177,,
69.1,3.75,275.8,8,,,73.4,84.1,118.3,Methanol,Copper,Grooved,Copper,36.5,Vertical (Bottom Heat),Natural Convection,0,21.5,22,21.8,0.0069,1816340,,
25.5,2.25,136.6,10,34.1,2.3,36,53.9,46.7,Acetone,Copper,Grooved,Copper,30,Horizontal,Forced Convection,1.4,37.7,37.9,37.8,0.0073,351543,,
45,18.85,101.4,4,7,1.8,19,39.1,43.3,Water,Aluminum,Grooved,Aluminum,67.2,Anti-Gravity (Top Heat),Natural Convection,0,24.1,28.6,26.3,0.099,139116,,
44,2.5,306.2,10,30.2,2.6,56,93.5,156.7,Acetone,Aluminum,Grooved,Aluminum,40.4,Vertical (Bottom Heat),Forced Convection,1.5,44.7,45.1,44.9,0.008,816300,,
170.3,14.93,241.8,6,8.8,3.2,60.5,95.2,86.1,Water,Aluminum,Grooved,Aluminum,42.8,Vertical (Bottom Heat),Forced Convection,2.2,34.3,36.6,35.1,0.0136,881722,379005313.6,96.2
15.4,1.17,344.3,6,7.1,4,69.6,120.8,153.9,Acetone,Aluminum,Grooved,Aluminum,31.1,Vertical (Bottom Heat),Natural Convection,0,40.8,41,40.9,0.0142,1539465,167171611.3,
144.9,28.68,250.8,4,7.4,1.7,40.2,120.2,90.4,Water,Copper,Grooved,Copper,50.6,Horizontal,Forced Convection,3.9,21.9,24.7,22.6,0.019,1173694,,
168.7,13.51,205.9,8,15.7,3.2,49.7,83.3,72.9,Water,Aluminum,Grooved,Aluminum,57.9,Vertical (Bottom Heat),Natural Convection,0,30.6,32.9,31.7,0.0139,514817,,
111.2,6.98,288.9,8,,,63.4,126,99.5,Water,Copper,Grooved,Copper,33.2,Horizontal,Natural Convection,0,33.1,33.8,33.4,0.0062,1547075,233262278,
144.7,4.56,346.6,10,35.7,2.2,101.1,140.2,105.3,Acetone,Aluminum,Grooved,Aluminum,44.1,Vertical (Bottom Heat),Forced Convection,2.4,34.9,35.6,35.2,0.0046,1438688,708474660,
149.9,21.79,126.8,6,,,36.5,62.2,28.1,Water,Copper,Grooved,Copper,33.4,Horizontal,Natural Convection,0,22.1,24.5,23.2,0.0161,424923,,
38.2,2.96,338.8,6,,,68.5,133.9,136.4,Methanol,Aluminum,Grooved,Aluminum,56.1,Vertical (Bottom Heat),Natural Convection,0,20.3,20.8,20.5,0.014,1445343,,97.7
132.7,15.76,91.9,10,39.3,2,26.8,28.4,36.7,Methanol,Aluminum,Grooved,Aluminum,39.6,Vertical (Bottom Heat),Natural Convection,0,29.1,32.4,31,0.0251,108541,,
99.2,22.68,129,4,4.3,2.9,34.8,50.8,43.4,Water,Aluminum,Grooved,Aluminum,64.4,Anti-Gravity (Top Heat),Natural Convection,0,26.1,32.2,29.4,0.0611,303588,,
22.6,1.15,224.2,10,23.1,3.4,62.7,80.3,81.2,Acetone,Copper,Grooved,Copper,32.7,Vertical (Bottom Heat),Natural Convection,0,39.1,39.2,39.1,0.0059,1020118,,
6.2,0.33,265.1,10,,,60.6,132.5,72,Water,Copper,Grooved,Copper,60.2,Horizontal,Forced Convection,2.8,24.3,24.3,24.3,0.0039,1088939,,
91.5,6.25,197.2,10,,,46.6,81.6,69,Methanol,Aluminum,Grooved,Aluminum,57.4,Vertical (Bottom Heat),Natural Convection,0,27.8,28.8,28.3,0.0113,390674,633641002.9,
10.1,1.98,99,6,,,27.1,32.6,39.3,Methanol,Copper,Grooved,Copper,33.8,Horizontal,Forced Convection,3.9,34.7,34.9,34.8,0.0214,281522,,
152.8,6.32,281.3,10,21.8,3.6,77,90.2,114.1,Water,Copper,Grooved,Copper,66,Horizontal,Natural Convection,0,42.5,43.2,42.9,0.0049,1623034,,95.8
80.6,4.06,327,8,20.1,2.5,79,121.8,126.2,Methanol,Copper,Grooved,Copper,51.9,Vertical (Bottom Heat),Forced Convection,3.6,35.3,35.7,35.5,0.0044,2248069,,96.2
59.3,4.85,236.8,8,45.7,1.1,48.6,113.3,74.9,Water,Copper,Grooved,Copper,53.8,Horizontal,Natural Convection,0,34.8,35.3,35,0.008,951726,,
18.5,1.29,257.7,6,9.4,3,76.3,123.5,57.9,Acetone,Copper,Grooved,Copper,58.8,Horizontal,Natural Convection,0,24.9,25,24.9,0.0079,1808664,,
10.7,1.25,115.6,10,,,27.2,47.2,41.2,Acetone,Copper,Grooved,Copper,51.3,Horizontal,Forced Convection,2.1,32.4,32.5,32.4,0.0091,227211,,96.1
94.3,8.61,206.3,6,,,58.1,82.9,65.3,Methanol,Copper,Grooved,Copper,48.6,Vertical (Bottom Heat),Natural Convection,0,42.3,43.4,42.9,0.0112,1185288,,
105.8,20.74,199.1,4,,,40.6,64.3,94.2,Water,Copper,Grooved,Copper,39.5,Horizontal,Natural Convection,0,28.5,31.5,30,0.0286,1018963,,
155,19.46,166.2,8,,,31.7,55.3,79.2,Water,Copper,Grooved,Copper,41.1,Horizontal,Forced Convection,1.4,21.8,23.4,22.4,0.0105,488735,,94.7
39,5.49,113.7,10,49.1,1.6,22.6,55.6,35.5,Water,Aluminum,Grooved,Aluminum,42.8,Vertical (Bottom Heat),Natural Convection,0,39.1,40,39.5,0.0219,106295,,
128.5,8.04,287.2,8,,,63.6,110.1,113.5,Methanol,Aluminum,Grooved,Aluminum,62.2,Vertical (Bottom Heat),Natural Convection,0,38.5,40,39.3,0.0114,945906,,
51.4,2.99,333.6,8,,,68.4,103.6,161.6,Water,Aluminum,Grooved,Aluminum,43.2,Horizontal,Forced Convection,3.9,29.2,29.7,29.4,0.009,1258399,,
158.1,18.52,210.1,6,9.7,2.9,45.3,104.6,60.2,Water,Aluminum,Grooved,Aluminum,33.8,Vertical (Bottom Heat),Forced Convection,1.4,24.8,27.3,25.5,0.016,544209,348076393.5,
172.7,6.99,330.4,10,29.1,2.7,78.6,109.6,142.2,Water,Copper,Grooved,Copper,41.4,Vertical (Bottom Heat),Forced Convection,3,39.4,40,39.6,0.0036,1980233,,
161.2,5.95,289.3,10,,,86.2,99.9,103.2,Water,Aluminum,Grooved,Aluminum,33.2,Horizontal,Forced Convection,3,35.6,36.6,36.1,0.0061,1066600,220170616.5,
7.5,0.63,152.3,10,32.7,2.4,38.1,63,51.2,Methanol,Aluminum,Grooved,Aluminum,59.9,Vertical (Bottom Heat),Forced Convection,2.5,31.6,31.7,31.6,0.0113,244181,,95.9
145.6,13.55,318.8,6,,,57,119.3,142.5,Water,Aluminum,Grooved,Aluminum,67.4,Vertical (Bottom Heat),Natural Convection,0,32.7,35.2,33.9,0.0171,1168656,,96.2
94.3,10.34,348.4,4,11.4,1.1,72.6,145.5,130.3,Water,Copper,Grooved,Copper,33.9,Vertical (Bottom Heat),Natural Convection,0,37.1,38.6,37.8,0.0154,2973893,,
13.6,0.98,169.2,10,24.5,3.2,44.2,75.5,49.5,Water,Copper,Grooved,Copper,38,Horizontal,Forced Convection,3.9,27.6,27.7,27.7,0.0057,515283,17733006.9,98
13.6,1.32,123.7,10,21.2,3.7,32.7,50,41,Methanol,Copper,Grooved,Copper,52.9,Horizontal,Forced Convection,1.2,33.8,33.9,33.8,0.0079,286934,,
21.5,2.12,325.7,4,,,80.8,161.7,83.2,Water,Copper,Grooved,Copper,49,Vertical (Bottom Heat),Natural Convection,0,36,36.3,36.1,0.0138,2827127,161426262.6,97.4
41.8,4.18,268.4,4,,,79.6,98,90.8,Water,Copper,Grooved,Copper,31.7,Horizontal,Forced Convection,1.2,34.9,35.4,35.1,0.0128,2446626,265893681.6,
105.1,4.11,341.1,8,15.2,3.3,101.7,170.2,69.2,Water,Copper,Grooved,Copper,62.2,Horizontal,Forced Convection,1.6,22.7,23.1,22.9,0.0034,2621546,,97.1
40.9,2.48,290,8,,,65.6,89.1,135.3,Ammonia,Copper,Grooved,Copper,69.2,Horizontal,Natural Convection,0,41.9,42.2,42.1,0.0067,1752388,,
151.4,54.52,110.7,4,6.3,2,22.1,54.1,34.5,Water,Aluminum,Grooved,Aluminum,58,Vertical (Bottom Heat),Natural Convection,0,44.4,56.6,49.9,0.0803,162389,,94.8
88.1,19.97,162.7,4,,,35.1,68.3,59.3,Water,Aluminum,Grooved,Aluminum,40.7,Vertical (Bottom Heat),Forced Convection,1.2,32.6,36.3,33.8,0.0419,394306,318640240.6,94.5
168.2,19.57,242.5,4,,,68.4,109,65.1,Water,Aluminum,Grooved,Aluminum,36.9,Horizontal,Natural Convection,0,26.4,31.3,28.9,0.0291,1064689,,97.3
18.2,1.2,242.8,10,,,48.3,82,112.5,Methanol,Copper,Grooved,Copper,58.3,Horizontal,Forced Convection,3.3,23.1,23.2,23.1,0.0052,914290,,95.3
24.2,1.24,322.6,10,,,62.3,159.4,100.9,Ammonia,Copper,Grooved,Copper,56.2,Horizontal,Forced Convection,1.6,42.2,42.3,42.2,0.0037,1406115,,96.3
27,2.5,296.2,4,,,85.8,109.6,100.8,Ammonia,Copper,Grooved,Copper,36.2,Horizontal,Natural Convection,0,24.7,25.1,24.9,0.0152,2914118,,96.2
42,3.61,134.6,10,23.1,3.4,37,64.2,33.4,Water,Aluminum,Grooved,Aluminum,38.8,Vertical (Bottom Heat),Forced Convection,2.8,36.4,36.9,36.6,0.0119,195950,32600904.2,
15.5,2.25,158.2,8,14.4,3.5,27.4,49.4,81.4,Ammonia,Aluminum,Grooved,Aluminum,43.4,Vertical (Bottom Heat),Natural Convection,0,24.5,24.9,24.7,0.0249,243824,22660198,97.2
32.2,3.82,167.3,10,,,26.8,78.1,62.4,Water,Aluminum,Grooved,Aluminum,65.3,Horizontal,Forced Convection,1.3,26.1,26.5,26.2,0.0132,194051,,
124.4,21.43,197.3,6,,,30.8,92.7,73.8,Water,Aluminum,Grooved,Aluminum,59.7,Vertical (Bottom Heat),Forced Convection,1.2,40,42.9,40.8,0.0232,371119,,
83,10.96,94.1,10,29.1,2.7,24.1,45.2,24.8,Water,Aluminum,Grooved,Aluminum,42.9,Anti-Gravity (Top Heat),Forced Convection,2.4,36.8,38.3,37.4,0.0176,90332,,
84.2,7.82,247.8,6,,,57.1,121.2,69.5,Methanol,Aluminum,Grooved,Aluminum,35.3,Vertical (Bottom Heat),Natural Convection,0,42.1,43.6,42.8,0.0173,804460,,95.9
87.2,14.38,101.4,10,,,19.3,37,45.1,Water,Copper,Grooved,Copper,47.6,Vertical (Bottom Heat),Forced Convection,3.1,34.9,36,35.3,0.0125,150724,,
158.1,11.18,287.2,10,,,45,130.4,111.8,Acetone,Copper,Grooved,Copper,58.2,Vertical (Bottom Heat),Forced Convection,2.8,44.2,45,44.4,0.005,956522,,
89,8.17,255.7,6,,,57.8,80.6,117.3,Water,Aluminum,Grooved,Aluminum,49.2,Vertical (Bottom Heat),Natural Convection,0,23.5,25.3,24.5,0.0199,958174,334089821.7,96.4
65.9,12.82,197.1,4,,,40.9,77.6,78.6,Water,Copper,Grooved,Copper,57.4,Vertical (Bottom Heat),Forced Convection,2.4,41.1,42.6,41.7,0.0221,964906,,96.8
137.3,11.53,193,8,,,47.4,78.2,67.4,Methanol,Copper,Grooved,Copper,45.2,Vertical (Bottom Heat),Forced Convection,3.9,21.1,22.1,21.5,0.0074,775020,,95.5
51.2,4.26,205.8,8,,,47.8,92.7,65.3,Acetone,Copper,Grooved,Copper,61.6,Vertical (Bottom Heat),Forced Convection,1.9,25.3,25.6,25.4,0.0067,813629,,95.2
138.7,10.02,319.8,6,21.7,1.3,73.4,106.7,139.7,Water,Copper,Grooved,Copper,36,Vertical (Bottom Heat),Forced Convection,3.2,43.4,44.4,43.8,0.007,2534900,405319845.5,
56.4,5.58,340.9,4,,,80.5,106.7,153.7,Water,Aluminum,Grooved,Aluminum,59.6,Vertical (Bottom Heat),Forced Convection,3.2,22,23.2,22.5,0.0214,2014676,,
17.3,4.5,91.1,8,18.6,2.7,15.3,35.3,40.5,Methanol,Copper,Grooved,Copper,55,Vertical (Bottom Heat),Forced Convection,1.7,41.9,42.2,42,0.0202,126427,,97.2
19.5,5.54,89.6,8,14.8,3.4,14,31.7,43.9,Methanol,Aluminum,Grooved,Aluminum,42.1,Horizontal,Natural Convection,0,25.8,26.7,26.2,0.0465,69372,94336552.8,
120.1,9.18,288.5,6,,,69.4,112,107.1,Water,Aluminum,Grooved,Aluminum,45.5,Vertical (Bottom Heat),Natural Convection,0,22.3,24.2,23.3,0.0155,1220190,,95
73.4,9.16,143.3,10,,,25.5,67.2,50.6,Methanol,Aluminum,Grooved,Aluminum,32.1,Horizontal,Natural Convection,0,28,29.3,28.5,0.0182,155718,,95.1
31.1,2.19,204.9,8,45.7,1.1,56.5,74.9,73.5,Methanol,Aluminum,Grooved,Aluminum,60.2,Horizontal,Natural Convection,0,40.1,40.5,40.3,0.0138,583837,294275371.1,
68,10.61,120.5,8,29.6,1.7,25.5,38,57,Water,Aluminum,Grooved,Aluminum,49,Vertical (Bottom Heat),Forced Convection,3.1,37.4,39,38,0.0237,168164,,
69.9,12.94,133.6,8,16.2,3.1,21.5,46.8,65.3,Acetone,Copper,Grooved,Copper,40.4,Vertical (Bottom Heat),Natural Convection,0,41.6,42.8,42.1,0.0178,268497,,
13.3,2.56,143.4,4,,,41.4,68.2,33.8,Methanol,Aluminum,Grooved,Aluminum,42.8,Horizontal,Forced Convection,2.5,39,39.5,39.2,0.0376,370869,228983425.9,
146.5,8.26,345.8,8,,,70.6,149,126.2,Acetone,Copper,Grooved,Copper,60.5,Vertical (Bottom Heat),Forced Convection,2,44.7,45.4,45,0.0045,2092233,,
86.8,8.68,181.7,8,,,39.8,60.7,81.2,Methanol,Copper,Grooved,Copper,35.8,Vertical (Bottom Heat),Forced Convection,1.4,33.6,34.3,33.8,0.0086,657002,770301174.1,
34.5,1.77,285.3,10,,,62.2,121.4,101.7,Methanol,Aluminum,Grooved,Aluminum,35,Vertical (Bottom Heat),Forced Convection,1.7,30.8,31,30.8,0.0067,758095,,94.6
35.5,1.35,321.3,10,26.2,3,84,112.2,125.1,Acetone,Copper,Grooved,Copper,65.7,Vertical (Bottom Heat),Natural Convection,0,28.7,28.8,28.7,0.0042,1997647,,
23.2,1.2,217.5,10,,,61.4,91.8,64.3,Water,Aluminum,Grooved,Aluminum,35.2,Vertical (Bottom Heat),Natural Convection,0,25.3,25.5,25.4,0.0091,545416,39695351.2,
44.5,7.62,113.4,6,,,31,53.9,28.5,Water,Copper,Grooved,Copper,56.7,Vertical (Bottom Heat),Natural Convection,0,39.4,40.3,39.9,0.0199,330606,,
111.6,7.81,207.6,10,,,45.5,95.5,66.6,Water,Copper,Grooved,Copper,50.5,Vertical (Bottom Heat),Natural Convection,0,38,38.7,38.3,0.0066,665076,,
103.9,8.43,279,6,,,65.4,100.2,113.4,Water,Aluminum,Grooved,Aluminum,67.5,Vertical (Bottom Heat),Natural Convection,0,21.4,23.1,22.3,0.0166,1140550,,
153.8,13.49,181.2,10,,,36.3,58.5,86.4,Water,Aluminum,Grooved,Aluminum,41,Horizontal,Forced Convection,2.1,31.8,33.7,32.5,0.0125,306226,,
158.1,19.66,90.8,10,,,25.6,28.1,37.1,Water,Aluminum,Grooved,Aluminum,34.1,Horizontal,Forced Convection,1.7,24.7,27.9,26.2,0.0201,103217,84503434.1,
108.3,7.59,292.9,10,,,45.4,138.1,109.4,Water,Copper,Grooved,Copper,41.4,Vertical (Bottom Heat),Natural Convection,0,28.5,29.2,28.8,0.0061,973625,,
27.1,1.24,294,10,23.1,3.4,69.6,136.4,88,Ammonia,Copper,Grooved,Copper,64.8,Horizontal,Forced Convection,1.3,32.5,32.6,32.5,0.0036,1416968,,97.2
19.5,1.92,202.3,6,9.4,3,53.9,87.4,61,Acetone,Aluminum,Grooved,Aluminum,55.9,Vertical (Bottom Heat),Forced Convection,1,35.3,35.6,35.4,0.0151,630083,,97.6
104.1,4.46,280,10,,,74.3,121,84.7,Water,Copper,Grooved,Copper,30,Horizontal,Natural Convection,0,31.6,32,31.8,0.0043,1444482,,
38.1,10.99,100.6,6,,,18.4,31.6,50.6,Methanol,Aluminum,Grooved,Aluminum,47.3,Vertical (Bottom Heat),Natural Convection,0,28.1,30.2,29.1,0.0559,123530,301661736.1,
57,5.5,214.2,8,,,41.2,73.4,99.6,Water,Copper,Grooved,Copper,49.8,Vertical (Bottom Heat),Forced Convection,2.7,39.6,40.1,39.8,0.0082,812254,,95.1
156.7,9.34,250.3,10,,,53.4,120.6,76.3,Acetone,Aluminum,Grooved,Aluminum,38.9,Vertical (Bottom Heat),Forced Convection,3.1,28.1,29.3,28.5,0.0075,549202,,
175.6,33.51,95.1,6,,,27.8,29.5,37.8,Water,Copper,Grooved,Copper,39.6,Anti-Gravity (Top Heat),Forced Convection,2.3,23,26.7,24.8,0.0208,277676,187443913.6,
138.9,8.35,283.1,8,,,66.2,124.1,92.8,Water,Aluminum,Grooved,Aluminum,53,Vertical (Bottom Heat),Forced Convection,2.9,33.3,34.5,33.8,0.0085,924554,,
29.6,1.43,287.4,8,16.2,3.1,82.4,103.7,101.3,Water,Aluminum,Grooved,Aluminum,31.3,Horizontal,Forced Convection,3.1,25,25.2,25.1,0.0075,1189911,,94.9
36.4,10.53,138,4,,,27.5,64.9,45.6,Water,Copper,Grooved,Copper,33.4,Horizontal,Forced Convection,1.6,22,23.1,22.3,0.0309,432030,,
175,11.62,294.7,6,,,79.9,140.4,74.4,Water,Aluminum,Grooved,Aluminum,45.7,Horizontal,Forced Convection,3.5,40.2,41.9,40.8,0.0099,1310791,,
15.3,0.87,235,10,,,56.3,77.1,101.6,Ammonia,Aluminum,Grooved,Aluminum,44.2,Horizontal,Forced Convection,3.6,35.2,35.3,35.2,0.0082,597162,23542434.3,
122.2,8.4,286.6,6,,,77.2,112.6,96.8,Methanol,Copper,Grooved,Copper,69.7,Vertical (Bottom Heat),Forced Convection,2.3,37.6,38.4,37.9,0.0065,2223245,,
145.5,29.39,225,4,,,39.4,102.3,83.3,Water,Copper,Grooved,Copper,48,Horizontal,Natural Convection,0,38.4,42,39.9,0.0246,1039444,577888244.7,
169.9,12.66,293.7,8,45.7,1.1,53.4,146.2,94.1,Acetone,Copper,Grooved,Copper,34.9,Vertical (Bottom Heat),Forced Convection,1.3,32.1,33,32.3,0.0052,1300211,,97.7
110.3,19.95,180.3,4,,,44,59.4,76.9,Water,Copper,Grooved,Copper,32.3,Horizontal,Forced Convection,1.3,34,36.5,35,0.0225,968386,,97.6
53.4,6.84,198.4,6,16.6,1.7,41.4,97.1,59.9,Water,Copper,Grooved,Copper,55.4,Vertical (Bottom Heat),Forced Convection,1.8,30.4,31,30.6,0.0108,803685,,
119.5,12.96,286,6,28.3,1,48.9,132.2,104.9,Water,Copper,Grooved,Copper,31.2,Vertical (Bottom Heat),Forced Convection,3.6,22.2,23.2,22.4,0.0085,1436603,,96.5
144.4,5.45,318.3,10,19.6,4,84.4,98.9,135,Water,Aluminum,Grooved,Aluminum,34.2,Horizontal,Forced Convection,3.8,30.2,31,30.5,0.0058,1206073,,
116,17.84,191.3,6,,,34.5,64.2,92.6,Water,Aluminum,Grooved,Aluminum,62.9,Horizontal,Forced Convection,3.8,28,30.7,29,0.0236,435314,283094829.2,
128.7,6.21,316.8,10,,,66,97.1,153.7,Methanol,Aluminum,Grooved,Aluminum,31.5,Vertical (Bottom Heat),Forced Convection,1.1,36.6,37.5,37,0.0072,977962,1495841267,96.2
97.6,10.5,118.5,10,,,29.6,40.2,48.7,Water,Aluminum,Grooved,Aluminum,40.8,Anti-Gravity (Top Heat),Forced Convection,2.9,23.6,25.2,24.3,0.0159,156012,,96
28.8,2.83,121.7,10,,,32.4,39.7,49.6,Methanol,Aluminum,Grooved,Aluminum,39.9,Vertical (Bottom Heat),Natural Convection,0,42.1,42.7,42.5,0.0198,174792,,
65.7,3.84,218.3,10,22.4,3.5,54.5,106.4,57.4,Methanol,Copper,Grooved,Copper,51.1,Vertical (Bottom Heat),Natural Convection,0,33,33.4,33.2,0.0056,800521,,95.4
52.6,2.49,345.5,10,22.4,3.5,67.2,127.2,151.1,Water,Copper,Grooved,Copper,35.4,Vertical (Bottom Heat),Natural Convection,0,39.1,39.3,39.2,0.0047,1778948,,
119.5,7.18,201.2,10,56.1,1.4,53,98.9,49.3,Water,Aluminum,Grooved,Aluminum,37.6,Horizontal,Natural Convection,0,27.2,28.4,27.8,0.0099,418525,,
8.4,0.43,271.9,8,14.4,3.5,77.3,87.2,107.4,Ammonia,Copper,Grooved,Copper,39.5,Vertical (Bottom Heat),Forced Convection,3.7,23.9,23.9,23.9,0.0052,1841677,,97.7
79.3,6.02,234.5,8,31.4,1.6,52.4,106.5,75.6,Water,Copper,Grooved,Copper,50.8,Horizontal,Forced Convection,2.1,40.3,40.8,40.5,0.0061,1020887,,
84.3,6.37,245.6,10,35.7,2.2,42.1,80.6,122.9,Water,Copper,Grooved,Copper,37.8,Vertical (Bottom Heat),Natural Convection,0,21,21.6,21.3,0.0074,826985,170562502.4,96.8
20.4,1.29,176.9,10,,,50.4,73,53.5,Methanol,Aluminum,Grooved,Aluminum,50.2,Horizontal,Natural Convection,0,31.8,32,31.9,0.0112,365709,,97.5
46.4,4.13,120.2,10,,,35.8,41.7,42.7,Acetone,Copper,Grooved,Copper,57.5,Vertical (Bottom Heat),Natural Convection,0,31.2,31.7,31.5,0.0101,310684,85382912.7,
109.7,18.26,205.8,4,,,47.8,65.4,92.6,Water,Copper,Grooved,Copper,66.3,Vertical (Bottom Heat),Natural Convection,0,22.4,25.3,24,0.0266,1220515,605276824.2,
19.7,2.16,160.4,8,,,36.3,57.9,66.2,Methanol,Copper,Grooved,Copper,47.8,Vertical (Bottom Heat),Natural Convection,0,24.6,24.8,24.7,0.0116,516490,162584398.5,
67.5,5.89,224.9,10,31.4,2.5,36.5,98.9,89.5,Water,Aluminum,Grooved,Aluminum,33.1,Horizontal,Natural Convection,0,24.4,25.3,24.8,0.0131,361743,,94.9
79.4,9.12,259.7,6,15.7,1.8,46.2,124.2,89.3,Methanol,Aluminum,Grooved,Aluminum,43.1,Vertical (Bottom Heat),Forced Convection,2.4,41.6,42.8,41.9,0.015,715922,,97.1
29.2,2.65,131.2,10,,,35.1,63.8,32.3,Acetone,Copper,Grooved,Copper,40.7,Vertical (Bottom Heat),Natural Convection,0,30.4,30.7,30.6,0.0091,305731,,96
120.7,13.43,113.4,10,27.1,2.9,28.6,43.5,41.3,Acetone,Aluminum,Grooved,Aluminum,64.5,Vertical (Bottom Heat),Forced Convection,2.3,30.2,32.2,31,0.0163,139326,205907379.6,96.8
22.1,1.73,236.6,6,7.6,3.7,67.8,104.8,64,Acetone,Copper,Grooved,Copper,47.6,Vertical (Bottom Heat),Natural Convection,0,31,31.2,31.1,0.0094,1530784,,
103,32.4,123.5,4,,,25.3,46.2,52,Water,Aluminum,Grooved,Aluminum,38.4,Anti-Gravity (Top Heat),Forced Convection,1.2,35.2,41.3,37.3,0.0594,224686,,
8.5,0.85,118.4,10,26.2,3,32,58.2,28.2,Methanol,Aluminum,Grooved,Aluminum,59.9,Horizontal,Forced Convection,3,38.4,38.5,38.4,0.0135,147742,32648895.5,
64.3,9.8,120,8,,,26.1,50.7,43.2,Water,Aluminum,Grooved,Aluminum,68,Anti-Gravity (Top Heat),Forced Convection,1.4,24.1,25.5,24.6,0.0213,158248,,96.9
146.4,10.51,217.1,8,16.8,3,55.4,71.4,90.3,Water,Aluminum,Grooved,Aluminum,34.8,Vertical (Bottom Heat),Natural Convection,0,23.1,25.1,24.2,0.0138,632710,263641156,
163.9,20.9,198,6,21.7,1.3,41.6,93.5,62.9,Water,Copper,Grooved,Copper,58.9,Horizontal,Natural Convection,0,40.8,43,41.8,0.0136,815732,267322843.2,
31,4.65,141.8,6,25.7,1.1,35.4,66.6,39.8,Acetone,Aluminum,Grooved,Aluminum,46.6,Horizontal,Natural Convection,0,42.7,43.6,43.1,0.0283,285414,,
75.8,7.96,163.3,8,,,37.9,78.3,47.1,Water,Aluminum,Grooved,Aluminum,46.1,Horizontal,Forced Convection,3.1,36.3,37.3,36.6,0.0135,296264,89278130.1,
165.8,37.27,114.7,6,9.1,3.1,23.6,45.4,45.7,Water,Copper,Grooved,Copper,38.5,Anti-Gravity (Top Heat),Natural Convection,0,36.7,40.7,38.5,0.0239,284507,,
143.6,8.86,191.8,10,24.5,3.2,51.6,71.7,68.5,Water,Copper,Grooved,Copper,31.3,Vertical (Bottom Heat),Natural Convection,0,29.5,30.5,30.1,0.0067,716002,149461183.7,95.1
23.9,4.99,106.1,6,17.7,1.6,25.4,46.2,34.5,Ammonia,Copper,Grooved,Copper,68.6,Horizontal,Forced Convection,1.2,20.6,21.1,20.8,0.0191,268347,,
95.9,4.48,337.4,8,,,85.2,133.8,118.4,Methanol,Aluminum,Grooved,Aluminum,46.1,Vertical (Bottom Heat),Forced Convection,2.1,32.2,32.9,32.5,0.007,1441410,,95.9
124,10.17,223.7,8,15.2,3.3,48.5,100,75.2,Methanol,Aluminum,Grooved,Aluminum,34.2,Vertical (Bottom Heat),Natural Convection,0,33.4,35.1,34.2,0.0134,538072,,97.4
36.3,7.96,150.4,6,,,24.2,66.6,59.6,Water,Copper,Grooved,Copper,62.4,Vertical (Bottom Heat),Forced Convection,2.3,31.4,32,31.5,0.0169,381940,,
28.4,2.08,252.1,8,38.7,1.3,54.3,81.3,116.5,Ammonia,Copper,Grooved,Copper,52.1,Horizontal,Natural Convection,0,30.6,30.8,30.7,0.0079,1257181,63416460.5,97.4
97.9,7.37,239.9,10,,,42.3,112.9,84.7,Acetone,Copper,Grooved,Copper,33.1,Vertical (Bottom Heat),Forced Convection,3.1,41.3,41.8,41.4,0.0052,731476,,
175.2,21.03,257.1,6,,,44.2,125.4,87.5,Water,Aluminum,Grooved,Aluminum,39.7,Horizontal,Forced Convection,1.2,22.5,25.2,23.1,0.0154,676954,489541043.3,
127.4,10.32,244.3,10,34.1,2.3,39.3,116.1,88.9,Acetone,Aluminum,Grooved,Aluminum,46.4,Vertical (Bottom Heat),Forced Convection,1.5,42.9,44.1,43.2,0.0095,412353,,97.5
21,1.22,347.9,6,,,91.5,145.9,110.5,Ammonia,Copper,Grooved,Copper,49.2,Horizontal,Forced Convection,1.7,25.1,25.2,25.1,0.0054,3151667,86585140.4,
167.9,69.23,101.9,4,,,19.3,47.1,35.5,Water,Aluminum,Grooved,Aluminum,63.7,Vertical (Bottom Heat),Natural Convection,0,39.2,54.3,45.8,0.0901,134196,279355899.5,
11.1,0.9,227.6,10,,,39.4,103.1,85.1,Methanol,Aluminum,Grooved,Aluminum,52.9,Horizontal,Forced Convection,1.6,25.2,25.3,25.2,0.0098,388015,95870013.5,
101.3,18.07,127.9,8,,,22.3,47.4,58.2,Methanol,Aluminum,Grooved,Aluminum,67.8,Vertical (Bottom Heat),Forced Convection,2.9,39.9,42.2,40.6,0.0227,154036,617613768.2,
